RK,team_id,GP,PTS/G,PTS,PLAYS,YDS,YDS/PLAY,1ST DWN,PENALTY,P YDS,TOP,+/- TOV,YEAR,PHASE,CATEGORY
12,SEA,1,20.0,20,57,278,4.9,11,9,60,26:21:00,-2,2020,POST,offense
13,CHI,1,9.0,9,49,239,4.9,11,9,50,21:02,1,2020,POST,offense
14,TEN,1,13.0,13,49,209,4.3,12,2,10,26:22:00,0,2020,POST,offense
1,DAL,17,31.2,530,1153,6919,6.0,390,127,1103,31:41:00,14,2021,REG,offense
2,TB,17,30.1,511,1139,6901,6.1,404,97,874,30:29:00,10,2021,REG,offense
3,KC,17,28.2,480,1134,6746,5.9,419,111,925,31:58:00,4,2021,REG,offense
4,LAC,17,27.9,474,1128,6634,5.9,401,116,1033,30:30:00,-1,2021,REG,offense
5,BUF,17,28.4,483,1143,6493,5.7,398,113,980,32:42:00,8,2021,REG,offense
6,BAL,17,22.8,387,1185,6440,5.4,394,102,852,33:17:00,-11,2021,REG,offense
7,SF,17,25.1,427,1046,6387,6.1,361,102,1066,31:10:00,-4,2021,REG,offense
8,ARI,17,26.4,449,1126,6352,5.6,367,114,990,31:15:00,12,2021,REG,offense
9,LAR,17,27.1,460,1058,6325,6.0,355,76,637,29:03:00,2,2021,REG,offense
10,GB,17,26.5,450,1072,6215,5.8,375,69,678,33:59:00,13,2021,REG,offense
11,LVR,17,22.0,374,1082,6184,5.7,349,124,1104,31:00:00,-9,2021,REG,offense
12,MIN,17,25.0,425,1083,6168,5.7,332,111,1043,30:37:00,11,2021,REG,offense
13,CIN,17,27.1,460,1046,6145,5.9,337,72,620,31:27:00,0,2021,REG,offense
14,PHI,17,26.1,444,1075,6119,5.7,352,107,842,30:55:00,0,2021,REG,offense
15,NE,17,27.2,462,1052,6008,5.7,362,95,854,31:39:00,7,2021,REG,offense
16,IND,17,26.5,451,1052,5901,5.6,354,76,688,32:04:00,14,2021,REG,offense
17,TEN,17,24.6,419,1133,5822,5.1,362,103,973,33:21:00,-3,2021,REG,offense
18,CLE,17,20.5,349,1054,5791,5.5,342,112,1035,31:48:00,-3,2021,REG,offense
19,DEN,17,19.7,335,1036,5618,5.4,331,83,711,31:48:00,1,2021,REG,offense
20,SEA,17,23.2,395,954,5506,5.8,302,97,803,26:34:00,5,2021,REG,offense
21,WAS,17,19.7,335,1070,5502,5.1,345,82,743,31:44:00,-5,2021,REG,offense
22,DET,17,19.1,325,1056,5484,5.2,329,105,824,29:12:00,-4,2021,REG,offense
23,PIT,17,20.2,343,1113,5361,4.8,323,106,831,30:00:00,2,2021,REG,offense
24,CHI,17,18.3,311,1075,5225,4.9,333,106,914,30:20:00,-13,2021,REG,offense
25,MIA,17,20.1,341,1097,5219,4.8,325,105,825,31:31:00,0,2021,REG,offense
26,NYJ,17,18.2,310,1036,5208,5.0,310,102,859,28:51:00,-13,2021,REG,offense
27,JAX,17,14.9,253,1028,5191,5.0,304,104,856,27:22:00,-20,2021,REG,offense
28,NO,17,21.4,364,1051,5177,4.9,307,98,811,31:38:00,7,2021,REG,offense
29,ATL,17,18.4,313,1006,5164,5.1,306,92,753,28:10:00,-6,2021,REG,offense
30,CAR,17,17.9,304,1106,5081,4.6,322,107,864,31:44:00,-13,2021,REG,offense
31,NYG,17,15.2,258,1050,4884,4.7,299,88,674,29:43:00,-8,2021,REG,offense
32,HOU,17,16.5,280,1010,4727,4.7,266,114,978,28:14:00,3,2021,REG,offense
1,LAR,4,26.8,107,269,1512,5.6,83,14,113,34:05:00,-2,2021,POST,offense
2,KC,3,36.0,108,205,1405,6.9,80,6,46,32:07:00,-2,2021,POST,offense
3,CIN,4,23.0,92,252,1317,5.2,71,21,163,33:36:00,7,2021,POST,offense
4,BUF,2,41.5,83,117,904,7.7,52,6,62,30:31:00,2,2021,POST,offense
5,SF,3,17.7,53,165,835,5.1,49,20,152,29:15:00,0,2021,POST,offense
6,TB,2,29.0,58,143,708,5.0,43,8,96,29:28:00,5,2021,POST,offense
7,LVR,1,19.0,19,71,385,5.4,23,7,46,28:09:00,-2,2021,POST,offense
8,TEN,1,16.0,16,52,353,6.8,16,2,15,26:35:00,-2,2021,POST,offense
9,PHI,1,15.0,15,62,339,5.5,14,4,45,26:57:00,-3,2021,POST,offense
10,DAL,1,17.0,17,70,307,4.4,20,14,89,26:01:00,0,2021,POST,offense
11,NE,1,17.0,17,61,305,5.0,20,5,34,28:35:00,-2,2021,POST,offense
12,GB,1,10.0,10,54,263,4.9,14,5,25,30:36:00,0,2021,POST,offense
13,PIT,1,21.0,21,66,257,3.9,19,4,45,30:00:00,1,2021,POST,offense
14,ARI,1,11.0,11,54,183,3.4,14,7,50,24:14:00,-2,2021,POST,offense
1,KC,17,29.2,496,1094,7032,6.4,408,87,838,30:18:00,-3,2022,REG,offense
2,PHI,17,28.1,477,1124,6614,5.9,385,90,682,31:33:00,8,2022,REG,offense
3,DET,17,26.6,453,1092,6460,5.9,376,90,773,30:55:00,7,2022,REG,offense
4,BUF,16,28.4,455,1037,6361,6.1,367,92,709,30:51:00,0,2022,REG,offense
5,SF,17,26.5,450,1047,6216,5.9,347,94,730,32:54:00,13,2022,REG,offense
6,MIA,17,23.4,397,1009,6197,6.1,342,111,881,29:20:00,-7,2022,REG,offense
7,MIN,17,24.9,424,1123,6145,5.5,382,88,689,30:01:00,2,2022,REG,offense
8,LAC,17,23.0,391,1154,6108,5.3,352,81,635,31:42:00,5,2022,REG,offense
9,JAX,17,23.8,404,1072,6075,5.7,352,90,674,30:48:00,5,2022,REG,offense
10,DAL,17,27.5,467,1114,6034,5.4,347,104,842,30:38:00,10,2022,REG,offense
11,LVR,17,23.2,395,1049,5993,5.7,343,113,932,31:45:00,-8,2022,REG,offense
12,SEA,17,23.9,407,1044,5976,5.7,346,106,854,29:01:00,2,2022,REG,offense
13,CLE,17,21.2,361,1116,5934,5.3,350,102,865,32:49:00,-1,2022,REG,offense
14,TB,17,18.4,313,1159,5894,5.1,346,99,793,30:39:00,-2,2022,REG,offense
15,CIN,16,26.1,418,1053,5768,5.5,357,81,623,32:15:00,6,2022,REG,offense
16,BAL,17,20.6,350,1052,5760,5.5,337,82,678,31:10:00,4,2022,REG,offense
17,GB,17,21.8,370,1051,5745,5.5,334,89,747,32:55:00,2,2022,REG,offense
18,NYG,17,21.5,365,1089,5676,5.2,352,106,827,31:31:00,3,2022,REG,offense
19,NO,17,19.4,330,1015,5674,5.6,305,99,841,30:31:00,-11,2022,REG,offense
20,WAS,17,18.9,321,1140,5615,4.9,339,92,805,33:22:00,-5,2022,REG,offense
21,DEN,17,16.9,287,1078,5527,5.1,300,113,970,30:57:00,-1,2022,REG,offense
22,ARI,17,20.0,340,1144,5499,4.8,326,118,916,30:14:00,-5,2022,REG,offense
23,PIT,17,18.1,308,1109,5488,4.9,345,94,711,32:31:00,4,2022,REG,offense
24,ATL,17,21.5,365,1011,5417,5.4,330,68,594,30:02:00,-4,2022,REG,offense
25,NYJ,17,17.4,296,1074,5409,5.0,294,91,866,29:44:00,-7,2022,REG,offense
26,NE,17,21.4,364,1006,5348,5.3,288,104,841,29:11:00,7,2022,REG,offense
27,IND,17,17.0,289,1103,5298,4.8,310,89,794,31:37:00,-13,2022,REG,offense
28,CHI,17,19.2,326,993,5234,5.3,278,80,754,30:31:00,-2,2022,REG,offense
29,CAR,17,20.4,347,976,5206,5.3,281,104,862,29:33:00,-4,2022,REG,offense
30,TEN,17,17.5,298,992,5045,5.1,277,111,957,30:30:00,-3,2022,REG,offense
31,HOU,17,17.0,289,1015,4820,4.7,277,88,648,29:50:00,-1,2022,REG,offense
32,LAR,17,18.1,307,1001,4769,4.8,293,76,655,30:48:00,-1,2022,REG,offense
1,PHI,3,34.7,104,211,1102,5.2,76,15,92,36:19:00,3,2022,POST,offense
2,KC,3,29.3,88,186,1059,5.7,67,10,99,31:42:00,4,2022,POST,offense
3,SF,3,22.3,67,172,981,5.7,56,17,139,29:24:00,0,2022,POST,offense
4,CIN,3,23.7,71,188,955,5.1,66,18,122,30:32:00,1,2022,POST,offense
5,BUF,2,22.0,44,134,748,5.6,44,10,73,29:10:00,-2,2022,POST,offense
6,JAX,2,25.5,51,130,739,5.7,44,8,70,26:10:00,-7,2022,POST,offense
7,DAL,2,21.5,43,129,707,5.5,41,9,65,31:50:00,0,2022,POST,offense
8,NYG,2,19.0,38,120,658,5.5,41,6,50,29:56:00,-1,2022,POST,offense
9,TB,1,14.0,14,80,386,4.8,24,3,34,25:26:00,-1,2022,POST,offense
10,BAL,1,17.0,17,66,364,5.5,23,4,36,32:26:00,-1,2022,POST,offense
11,SEA,1,23.0,23,63,332,5.3,22,5,30,27:14:00,-2,2022,POST,offense
12,MIN,1,24.0,24,56,332,5.9,21,3,12,26:24:00,0,2022,POST,offense
13,LAC,1,30.0,30,69,320,4.6,18,7,42,32:39:00,5,2022,POST,offense
14,MIA,1,31.0,31,69,231,3.3,16,7,34,27:47:00,1,2022,POST,offense
1,MIA,17,29.2,496,1053,6822,6.5,360,97,767,30:10:00,2,2023,REG,offense
2,SF,17,28.9,491,1024,6773,6.6,383,101,933,31:08:00,10,2023,REG,offense
3,DET,17,27.1,461,1137,6712,5.9,375,97,843,31:22:00,0,2023,REG,offense
4,BUF,17,26.5,451,1115,6366,5.7,381,106,883,32:02:00,2,2023,REG,offense
5,DAL,17,29.9,509,1122,6317,5.6,385,115,964,32:48:00,10,2023,REG,offense
6,BAL,17,28.4,483,1076,6296,5.9,359,102,955,31:13:00,12,2023,REG,offense
7,LAR,17,23.8,404,1094,6108,5.6,351,89,720,31:48:00,-3,2023,REG,offense
8,PHI,17,25.5,433,1112,6024,5.4,377,95,784,31:08:00,-10,2023,REG,offense
9,KC,17,21.8,371,1080,5972,5.5,350,96,845,30:28:00,-11,2023,REG,offense
10,MIN,17,20.2,344,1071,5912,5.5,340,89,670,29:16:00,-12,2023,REG,offense
11,GB,17,22.5,383,1052,5873,5.6,338,105,856,30:43:00,0,2023,REG,offense
12,HOU,17,22.2,377,1083,5820,5.4,329,114,937,30:46:00,10,2023,REG,offense
13,JAX,17,22.2,377,1114,5772,5.2,336,83,644,31:55:00,-3,2023,REG,offense
14,NO,17,23.6,402,1121,5732,5.1,337,96,846,31:10:00,11,2023,REG,offense
15,IND,17,23.3,396,1094,5725,5.2,324,95,685,29:28:00,2,2023,REG,offense
16,CLE,17,23.3,396,1187,5710,4.8,325,115,897,32:19:00,-9,2023,REG,offense
17,ATL,17,18.9,321,1092,5683,5.2,326,84,743,29:09:00,-12,2023,REG,offense
18,LAC,17,20.4,346,1106,5599,5.1,319,79,725,29:57:00,0,2023,REG,offense
19,ARI,17,19.4,330,1068,5509,5.2,330,101,859,29:18:00,-1,2023,REG,offense
20,CHI,17,21.2,360,1097,5495,5.0,322,99,853,32:58:00,3,2023,REG,offense
21,SEA,17,21.4,364,995,5490,5.5,317,111,954,27:54:00,2,2023,REG,offense
22,CIN,17,21.5,366,1048,5422,5.2,329,76,614,31:57:00,10,2023,REG,offense
23,TB,17,20.5,348,1047,5321,5.1,300,100,751,29:25:00,8,2023,REG,offense
24,WAS,17,19.4,329,1060,5317,5.0,321,87,701,30:38:00,-14,2023,REG,offense
25,PIT,17,17.9,304,1029,5173,5.0,287,86,753,30:39:00,11,2023,REG,offense
26,DEN,17,21.0,357,1016,5072,5.0,301,99,749,30:31:00,4,2023,REG,offense
27,LVR,17,19.5,332,1010,4922,4.9,292,75,629,29:34:00,-2,2023,REG,offense
28,TEN,17,17.9,305,1002,4913,4.9,298,110,882,30:52:00,-6,2023,REG,offense
29,NYG,17,15.6,266,1057,4760,4.5,267,89,711,30:33:00,12,2023,REG,offense
30,NE,17,13.9,236,1020,4696,4.6,261,89,676,28:03:00,-11,2023,REG,offense
31,NYJ,17,15.8,268,1053,4566,4.3,260,124,945,29:09:00,-6,2023,REG,offense
32,CAR,17,13.9,236,1096,4510,4.1,297,103,845,31:07:00,-9,2023,REG,offense
1,KC,4,23.8,95,274,1544,5.6,92,16,145,33:44:00,2,2023,POST,offense
2,DET,3,28.7,86,198,1167,5.9,77,10,66,30:54:00,2,2023,POST,offense
3,SF,3,26.7,80,201,1151,5.7,65,15,143,33:28:00,2,2023,POST,offense
4,TB,2,27.5,55,129,834,6.5,46,10,58,31:02:00,-2,2023,POST,offense
5,GB,2,34.5,69,116,745,6.4,42,8,71,30:37:00,0,2023,POST,offense
6,BUF,2,27.5,55,144,736,5.1,51,7,52,35:11:00,3,2023,POST,offense
7,BAL,2,22.0,44,124,688,5.5,38,11,110,30:02:00,-3,2023,POST,offense
8,HOU,2,27.5,55,91,569,6.3,24,14,90,24:30:00,2,2023,POST,offense
9,DAL,1,32.0,32,89,510,5.7,37,6,48,31:05:00,-2,2023,POST,offense
10,LAR,1,23.0,23,55,425,7.7,22,4,36,30:05:00,0,2023,POST,offense
11,PIT,1,17.0,17,63,324,5.1,22,6,50,26:41:00,-2,2023,POST,offense
12,CLE,1,14.0,14,70,324,4.6,18,4,32,35:26:00,-2,2023,POST,offense
13,PHI,1,9.0,9,53,276,5.2,13,6,54,25:57:00,0,2023,POST,offense
14,MIA,1,7.0,7,59,264,4.5,13,8,62,25:55:00,0,2023,POST,offense
1,BAL,17,30.5,518,1055,7224,6.8,393,132,1120,31:09:00,6,2024,REG,offense
2,DET,17,33.2,564,1118,6962,6.2,410,107,988,32:23:00,9,2024,REG,offense
3,TB,17,29.5,502,1094,6793,6.2,395,108,839,32:27:00,-5,2024,REG,offense
4,SF,17,22.9,389,1026,6397,6.2,352,111,843,30:29:00,-10,2024,REG,offense
5,GB,17,27.1,460,1027,6298,6.1,343,111,831,31:35:00,12,2024,REG,offense
6,ATL,17,22.9,389,1086,6287,5.8,359,99,828,30:59:00,-6,2024,REG,offense
7,WAS,17,28.5,485,1101,6284,5.7,380,111,960,31:55:00,1,2024,REG,offense
8,PHI,17,27.2,463,1114,6242,5.6,360,103,793,32:23:00,11,2024,REG,offense
9,CIN,17,27.8,472,1080,6214,5.8,376,101,780,31:03:00,3,2024,REG,offense
10,BUF,17,30.9,525,1025,6105,6.0,360,112,833,30:51:00,24,2024,REG,offense
11,ARI,17,23.5,400,1036,6090,5.9,356,92,806,30:45:00,-3,2024,REG,offense
12,MIN,17,25.4,432,1054,5898,5.6,353,110,845,31:35:00,12,2024,REG,offense
13,IND,17,22.2,377,1041,5692,5.5,315,93,684,28:00:00,-4,2024,REG,offense
14,SEA,17,22.1,375,1030,5647,5.5,329,119,987,29:12:00,-6,2024,REG,offense
15,LAR,17,21.6,367,1040,5633,5.4,342,91,798,30:34:00,6,2024,REG,offense
16,KC,17,22.6,385,1091,5570,5.1,350,94,829,31:07:00,6,2024,REG,offense
17,DAL,17,20.6,350,1104,5567,5.0,327,128,922,29:16:00,-6,2024,REG,offense
18,MIA,17,20.3,345,1082,5532,5.1,345,114,926,32:51:00,-5,2024,REG,offense
19,DEN,17,25.0,425,1055,5518,5.2,315,108,941,30:02:00,6,2024,REG,offense
20,LAC,17,23.6,402,1017,5511,5.4,316,96,718,31:40:00,12,2024,REG,offense
21,NO,17,19.9,338,1032,5442,5.3,304,110,1003,28:08:00,-2,2024,REG,offense
22,HOU,17,21.9,372,1058,5435,5.1,308,119,981,31:54:00,10,2024,REG,offense
23,PIT,17,22.4,380,1081,5430,5.0,318,102,823,31:48:00,16,2024,REG,offense
24,NYJ,17,19.9,338,1010,5275,5.2,314,137,1134,29:03:00,-2,2024,REG,offense
25,JAX,17,18.8,320,992,5206,5.2,298,99,787,27:07:00,-15,2024,REG,offense
26,TEN,17,18.3,311,1032,5172,5.0,309,132,1030,31:58:00,-16,2024,REG,offense
27,LVR,17,18.2,309,1065,5154,4.8,310,96,807,29:21:00,-16,2024,REG,offense
28,CLE,17,15.2,258,1118,5114,4.6,303,119,915,30:13:00,-22,2024,REG,offense
29,CAR,17,20.1,341,993,5066,5.1,293,118,947,28:00:00,-5,2024,REG,offense
30,NYG,17,16.1,273,1063,5011,4.7,301,112,928,30:13:00,-8,2024,REG,offense
31,NE,17,17.0,289,1027,4963,4.8,301,111,916,29:20:00,-11,2024,REG,offense
32,CHI,17,18.2,310,1065,4820,4.5,296,110,867,30:10:00,8,2024,REG,offense
1,PHI,4,36.2,145,254,1444,5.7,81,23,167,32:14:00,12,2024,POST,offense
2,WAS,3,30.3,91,219,1181,5.4,71,18,111,33:58:00,2,2024,POST,offense
3,BUF,3,29.0,87,199,1118,5.6,68,14,103,35:40:00,4,2024,POST,offense
4,BAL,2,26.5,53,129,880,6.8,52,8,57,34:54:00,-3,2024,POST,offense
5,KC,3,25.7,77,162,855,5.3,54,16,125,26:21:00,-3,2024,POST,offense
6,HOU,2,23.0,46,135,765,5.7,38,16,168,34:56:00,1,2024,POST,offense
7,LAR,2,24.5,49,121,694,5.7,34,13,125,28:24:00,0,2024,POST,offense
8,DET,1,31.0,31,68,521,7.7,30,5,30,26:01:00,-5,2024,POST,offense
9,GB,1,10.0,10,60,302,5.0,17,8,85,29:27:00,-4,2024,POST,offense
10,TB,1,20.0,20,44,284,6.5,19,7,65,24:34:00,-1,2024,POST,offense
11,PIT,1,14.0,14,45,280,6.2,11,7,41,20:27,0,2024,POST,offense
12,MIN,1,9.0,9,71,269,3.8,20,2,20,32:18:00,-2,2024,POST,offense
13,LAC,1,12.0,12,54,261,4.8,15,2,10,25:35:00,-1,2024,POST,offense
14,DEN,1,7.0,7,42,224,5.3,13,3,27,18:17,0,2024,POST,offense
